Date,Product_ID,Product_Category,Customer_Age,Customer_Gender,Region,Season,Sales_Quantity,Unit_Price,Discount,Total_Sales,Advertising_Spend,Cost_per_unit,Profit,Profit_Margin
2024-11-03,573,Beauty,54,Male,South,Summer,15,120.27,0.23,1389.12,2182.14,103.81,-168.05,-0.12
2024-11-06,574,Home & Kitchen,31,Female,West,Summer,24,269.07,0.16,5424.45,3313.98,190.93,842.18,0.16
2024-11-08,575,Beauty,47,Female,South,Winter,16,414.7,0.16,5573.57,555.53,336.9,183.11,0.03
2024-11-10,576,Sports,52,Male,West,Summer,27,236.93,0.08,5885.34,1143.32,176.37,1123.3,0.19
2024-11-12,577,Electronics,38,Male,South,Autumn,27,146.44,0.07,3677.11,3840.32,98.99,1004.41,0.27
2024-11-14,578,Beauty,54,Male,Central,Spring,20,330.81,0.09,6020.74,1598.73,172.33,2574.24,0.43
2024-11-17,579,Beauty,22,Female,Central,Spring,20,413.65,0.17,6866.59,3191.04,253.57,1795.25,0.26
2024-11-19,580,Electronics,36,Male,Central,Spring,13,40.94,0.01,526.9,2232.96,36.19,56.48,0.11
2024-11-21,581,Sports,31,Male,North,Winter,11,390.63,0.27,3136.76,4346.63,284.72,4.8,0.0
2024-11-23,582,Clothing,43,Male,West,Summer,17,412.61,0.05,6663.65,4785.87,281.48,1878.46,0.28
2024-11-25,583,Beauty,21,Male,Central,Autumn,21,236.15,0.07,4612.01,4476.04,204.62,315.01,0.07
2024-11-28,584,Electronics,42,Male,North,Autumn,24,491.82,0.16,9915.09,1717.79,340.96,1732.12,0.17
2024-11-30,585,Home & Kitchen,62,Female,West,Winter,31,395.49,0.21,9685.55,1373.73,262.23,1556.54,0.16
2024-12-02,586,Electronics,59,Female,South,Autumn,22,389.09,0.03,8303.18,2634.96,303.36,1629.35,0.2
2024-12-04,587,Home & Kitchen,42,Male,North,Autumn,19,376.44,0.1,6437.12,533.0,284.71,1027.56,0.16
2024-12-06,588,Sports,35,Male,East,Autumn,21,83.8,0.29,1249.46,616.14,41.61,375.58,0.3
2024-12-09,589,Clothing,57,Male,North,Autumn,18,116.44,0.08,1928.25,2989.81,74.02,595.97,0.31
2024-12-11,590,Electronics,25,Male,North,Summer,14,237.36,0.09,3023.97,2842.02,151.02,909.66,0.3
2024-12-13,591,Beauty,56,Female,West,Autumn,19,139.36,0.25,1985.88,4975.62,82.1,426.0,0.21
2024-12-15,592,Sports,57,Male,South,Spring,21,213.47,0.02,4393.21,1408.29,140.6,1440.58,0.33
2024-12-17,593,Electronics,31,Female,East,Winter,16,445.35,0.14,6128.02,1661.47,270.13,1805.96,0.29
2024-12-20,594,Beauty,49,Female,Central,Summer,21,413.92,0.11,7736.16,1010.93,206.82,3392.85,0.44
2024-12-22,595,Electronics,55,Male,Central,Autumn,22,318.72,0.09,6380.77,4628.94,193.2,2130.31,0.33
2024-12-24,596,Home & Kitchen,50,Female,North,Summer,17,430.48,0.09,6659.53,4000.15,187.75,3467.79,0.52
2024-12-26,597,Electronics,40,Female,West,Autumn,19,394.05,0.03,7262.34,4200.53,271.06,2112.12,0.29
2024-12-28,598,Electronics,32,Female,West,Spring,25,220.2,0.09,5009.55,4562.44,182.07,457.87,0.09
2024-12-31,599,Electronics,50,Female,Central,Winter,23,108.52,0.01,2471.0,2862.05,82.76,567.47,0.23
